"","test_id","gene_id","gene","locus","sample_1","sample_2","status","value_1","value_2","log2.fold_change.","test_stat","p_value","q_value","significant"
"30302","XLOC_030302","XLOC_030302","AA474408","chr7:117201500-117204839","P0","Ad","OK",81.8565,17.9225,-2.19133,-3.89932,5e-05,0.00106929,"yes"
"30304","XLOC_030304","XLOC_030304","Sbf2","chr7:117451526-117758436","P0","Ad","OK",55.4083,16.2176,-1.77255,-2.04363,0.00815,0.0524776,"no"
"30313","XLOC_030313","XLOC_030313","Dkk3","chr7:119259532-119302571","P0","Ad","OK",11.9687,0.690876,-4.11469,-4.75868,5e-05,0.00106929,"yes"
"30336","XLOC_030336","XLOC_030336","Plekha7","chr7:123267007-123451890","P0","Ad","OK",7.26372,0.324758,-4.48327,-4.92466,5e-05,0.00106929,"yes"
"30344","XLOC_030344","XLOC_030344","Arl6ip1","chr7:125262404-125273139","P0","Ad","OK",36.2783,15.4947,-1.22733,-2.38653,0.00095,0.0114184,"yes"
"30347","XLOC_030347","XLOC_030347","Itpripl2","chr7:125628627-125629997","P0","Ad","OK",40.1401,15.3399,-1.38775,-2.49534,0.0011,0.0126656,"yes"
"30360","XLOC_030360","XLOC_030360","Eri2","chr7:126904436-126992457","P0","Ad","OK",2.90838,0.816389,-1.83289,-1.6682,0.007,0.0477038,"yes"
"30425","XLOC_030425","XLOC_030425","Kif22","chr7:134171245-134185934","P0","Ad","OK",7.02603,0.183915,-5.2556,-4.05675,0.0069,0.0472939,"yes"
"30490","XLOC_030490","XLOC_030490","Adam12","chr7:141074881-141423829","P0","Ad","OK",8.97277,0.328888,-4.76989,-2.47471,5e-05,0.00106929,"yes"
"30493","XLOC_030493","XLOC_030493","D7Ertd443e","chr7:141457944-141577344","P0","Ad","OK",5.96253,0.451299,-3.72377,-1.66403,0.00595,0.0426502,"yes"
"30498","XLOC_030498","XLOC_030498","Mki67","chr7:142881470-142908062","P0","Ad","OK",8.95477,0.268394,-5.06023,-6.37067,5e-05,0.00106929,"yes"
"30500","XLOC_030500","XLOC_030500","Ebf3","chr7:144385355-144506128","P0","Ad","OK",7.04788,2.68551,-1.39199,-2.2002,0.00225,0.0217857,"yes"
"30576","XLOC_030576","XLOC_030576","H19,Mir675","chr7:149761433-149764048","P0","Ad","OK",1556.82,11.3891,-7.09481,-9.55273,5e-05,0.00106929,"yes"
"30577","XLOC_030577","XLOC_030577","Igf2","chr7:149836672-149856261","P0","Ad","OK",661.943,24.8272,-4.73671,-7.63314,5e-05,0.00106929,"yes"
"30586","XLOC_030586","XLOC_030586","Cdkn1c","chr7:150644254-150646955","P0","Ad","OK",40.3742,13.6158,-1.56815,-3.03054,1e-04,0.00193782,"yes"
"30594","XLOC_030594","XLOC_030594","Osbpl5","chr7:150874666-150942890","P0","Ad","OK",15.9799,4.9277,-1.69727,-2.09713,0.0012,0.0135755,"yes"
"30600","XLOC_030600","XLOC_030600","Cttn","chr7:151621637-151656914","P0","Ad","OK",64.6587,17.331,-1.89949,-2.03909,0.007,0.0477038,"yes"
"30606","XLOC_030606","XLOC_030606","Ccnd1","chr7:152101004-152125774","P0","Ad","OK",45.4575,21.1046,-1.10696,-2.02195,0.00295,0.0265761,"yes"
"30620","XLOC_030620","XLOC_030620","Stxbp2","chr8:3630954-3643644","P0","Ad","OK",21.1307,2.71393,-2.96088,-1.85421,0.0013,0.0143757,"yes"
"30718","XLOC_030718","XLOC_030718","Gm6483","chr8:19682267-19698275","P0","Ad","OK",17.4308,3.92421,-2.15117,-2.93113,5e-05,0.00106929,"yes"
"30793","XLOC_030793","XLOC_030793","Sfrp1","chr8:24521973-24560104","P0","Ad","OK",19.0929,6.35859,-1.58626,-2.95917,0.00025,0.00406943,"yes"
"30818","XLOC_030818","XLOC_030818","Gpr124","chr8:28196312-28233890","P0","Ad","OK",12.7277,2.92065,-2.12361,-3.77918,5e-05,0.00106929,"yes"
"30820","XLOC_030820","XLOC_030820","Eif4ebp1","chr8:28370798-28386128","P0","Ad","OK",103.52,49.7265,-1.05782,-2.12105,0.00285,0.0258881,"yes"
"30826","XLOC_030826","XLOC_030826","Rnf122","chr8:32222291-32241954","P0","Ad","OK",12.2658,4.87643,-1.33074,-2.2896,0.00215,0.0210031,"yes"
"30828","XLOC_030828","XLOC_030828","Fut10","chr8:32297802-32372210","P0","Ad","OK",4.33318,1.01673,-2.09149,-2.09638,0.0036,0.0304482,"yes"
"30835","XLOC_030835","XLOC_030835","Gsr","chr8:34762994-34808635","P0","Ad","OK",40.7469,16.972,-1.26353,-2.42098,0.001,0.0118199,"yes"
"30855","XLOC_030855","XLOC_030855","Tusc3","chr8:40068898-40250466","P0","Ad","OK",58.7323,13.6261,-2.10779,-3.5739,5e-05,0.00106929,"yes"
"30863","XLOC_030863","XLOC_030863","Slc7a2","chr8:41947748-42007662","P0","Ad","OK",5.61529,1.32252,-2.08607,-2.43297,5e-05,0.00106929,"yes"
"30894","XLOC_030894","XLOC_030894","Casp3","chr8:47702802-47724060","P0","Ad","OK",15.2024,1.83416,-3.05111,-3.45911,3e-04,0.00470584,"yes"
"30905","XLOC_030905","XLOC_030905","Dctd","chr8:49184445-49238587","P0","Ad","OK",9.33347,0.81758,-3.51298,-2.44402,7e-04,0.00911344,"yes"
"30912","XLOC_030912","XLOC_030912","Vegfc","chr8:55162885-55271808","P0","Ad","OK",19.6205,4.2514,-2.20635,-2.5576,0.0011,0.0126656,"yes"
"30929","XLOC_030929","XLOC_030929","5033428I22Rik","chr8:59810914-59819479","P0","Ad","OK",8.17739,1.147,-2.83378,-2.92578,0.0024,0.0227888,"yes"
"30932","XLOC_030932","XLOC_030932","Hmgb2","chr8:59990639-59994796","P0","Ad","OK",17.926,2.108,-3.08811,-4.26934,5e-05,0.00106929,"yes"
"31039","XLOC_031039","XLOC_031039","Fam32a","chr8:74743628-74747663","P0","Ad","OK",35.8101,17.1306,-1.06379,-2.04113,0.00435,0.0348073,"yes"
"31055","XLOC_031055","XLOC_031055","Mcm5","chr8:77633426-77652338","P0","Ad","OK",11.0708,1.30503,-3.08461,-4.0018,1e-04,0.00193782,"yes"
"31068","XLOC_031068","XLOC_031068","Zfp827","chr8:81552335-81717665","P0","Ad","OK",12.4884,6.3919,-0.966273,-1.82913,0.0068,0.0468792,"yes"
"31094","XLOC_031094","XLOC_031094","Asf1b","chr8:86479405-86494096","P0","Ad","OK",8.0814,0.950121,-3.08842,-1.83072,0.001,0.0118199,"yes"
"31130","XLOC_031130","XLOC_031130","Orc6","chr8:87823530-87832177","P0","Ad","OK",7.46647,2.2638,-1.72168,-2.0523,0.00855,0.0540274,"no"
"31149","XLOC_031149","XLOC_031149","Nkd1","chr8:91045242-91118786","P0","Ad","OK",3.5317,0.623033,-2.50298,-2.75192,0.00135,0.0147794,"yes"
"31155","XLOC_031155","XLOC_031155","Fto","chr8:93837430-94192338","P0","Ad","OK",76.5439,25.5778,-1.58139,-2.66849,0.00035,0.00529761,"yes"
"31275","XLOC_031275","XLOC_031275","Cdh3","chr8:109034790-109080808","P0","Ad","OK",5.1273,0.270357,-4.24526,-3.99611,0.00135,0.0147794,"yes"
"31297","XLOC_031297","XLOC_031297","Zfp821","chr8:112229448-112248832","P0","Ad","OK",9.83015,3.15081,-1.64149,-2.48026,0.0015,0.0160274,"yes"
"31332","XLOC_031332","XLOC_031332","Wwox","chr8:116963554-117876608","P0","Ad","OK",11.4854,2.62009,-2.13211,-1.8399,0.0012,0.0135755,"yes"
"31408","XLOC_031408","XLOC_031408","Ctxn1","chr8:4257647-4259274","P0","Ad","OK",11.2321,0.799085,-3.81313,-3.17817,0.0042,0.0339697,"yes"
"31412","XLOC_031412","XLOC_031412","Shcbp1","chr8:4735979-4779534","P0","Ad","OK",3.63553,0.32664,-3.47639,-2.79498,0.0063,0.0443773,"yes"
"31478","XLOC_031478","XLOC_031478","6820431F20Rik","chr8:19858190-20020413","P0","Ad","OK",19.5125,6.43924,-1.59944,-2.39035,0.001,0.0118199,"yes"
"31516","XLOC_031516","XLOC_031516","Gm10043","chr8:24068509-24069036","P0","Ad","OK",23.3997,3.27596,-2.8365,-2.70302,0.00205,0.0202906,"yes"
"31566","XLOC_031566","XLOC_031566","Rbpms","chr8:34893115-35040313","P0","Ad","OK",278.284,110.689,-1.33005,-2.09956,0.0042,0.0339697,"yes"
"31635","XLOC_031635","XLOC_031635","Neil3","chr8:54672220-54724419","P0","Ad","OK",3.7621,0.192846,-4.28602,-1.35086,0.00025,0.00406943,"yes"
"31638","XLOC_031638","XLOC_031638","Wdr17","chr8:55714407-55972537","P0","Ad","OK",3.34794,0.242501,-3.78721,-0.875462,0.0075,0.0499404,"yes"
"31642","XLOC_031642","XLOC_031642","Sap30","chr8:59961503-59966657","P0","Ad","OK",19.8025,7.74212,-1.35488,-2.05427,0.00665,0.0462029,"yes"
"31681","XLOC_031681","XLOC_031681","Csgalnact1","chr8:70880679-71259045","P0","Ad","OK",6.76817,2.40642,-1.49188,-1.567,0.0042,0.0339697,"yes"
"31688","XLOC_031688","XLOC_031688","Zfp868","chr8:72134755-72149447","P0","Ad","OK",20.4588,5.4574,-1.90643,-2.2395,7e-04,0.00911344,"yes"
"31694","XLOC_031694","XLOC_031694","Gatad2a","chr8:72430967-72520278","P0","Ad","OK",20.5013,10.1391,-1.01578,-2.02154,0.00375,0.031363,"yes"
"31781","XLOC_031781","XLOC_031781","Gab1","chr8:83288332-83404378","P0","Ad","OK",35.0235,18.7546,-0.901079,-1.84361,0.00895,0.0557877,"no"
"31843","XLOC_031843","XLOC_031843","Zfp423","chr8:90185708-90483494","P0","Ad","OK",4.98513,1.24676,-1.99945,-1.57253,0.00455,0.0359632,"yes"
"31848","XLOC_031848","XLOC_031848","Sall1","chr8:91551146-91568061","P0","Ad","OK",1.45358,0.213299,-2.76866,-2.50925,0.0027,0.0249229,"yes"
"31852","XLOC_031852","XLOC_031852","Tox3","chr8:92770938-92872242","P0","Ad","OK",10.7374,1.86321,-2.52679,-3.51552,5e-05,0.00106929,"yes"
"31860","XLOC_031860","XLOC_031860","4933436C20Rik","chr8:94849936-94880019","P0","Ad","OK",6.58144,0.439678,-3.90388,-2.91457,0.0082,0.0526567,"no"
"31909","XLOC_031909","XLOC_031909","Cdh11","chr8:105156894-105309011","P0","Ad","OK",11.9634,2.95679,-2.01652,-3.42512,5e-05,0.00106929,"yes"
"31945","XLOC_031945","XLOC_031945","Cenpt","chr8:108351630-108375908","P0","Ad","OK",5.89907,1.3145,-2.16598,-2.36564,0.0038,0.0317067,"yes"
"32007","XLOC_032007","XLOC_032007","Cfdp1","chr8:114292372-114378210","P0","Ad","OK",96.249,22.7369,-2.08174,-4.03223,5e-05,0.00106929,"yes"
"32091","XLOC_032091","XLOC_032091","Mmp12","chr9:7344380-7388047","P0","Ad","OK",2.11733,0.462041,-2.19615,-1.03832,0.0044,0.0350891,"yes"
"32205","XLOC_032205","XLOC_032205","Cnn1","chr9:21903724-21914074","P0","Ad","OK",6.25352,0.536185,-3.54387,-3.51293,7e-04,0.00911344,"yes"
"32211","XLOC_032211","XLOC_032211","Bbs9","chr9:22280158-22692724","P0","Ad","OK",19.2001,4.03515,-2.25042,-2.51752,0.00265,0.0245409,"yes"
"32230","XLOC_032230","XLOC_032230","Adamts8","chr9:30750146-30771423","P0","Ad","OK",5.66383,0.533594,-3.40796,-3.67491,5e-04,0.00709313,"yes"
"32236","XLOC_032236","XLOC_032236","AC160635.1","chr9:31874755-31874881","P0","Ad","OK",110.697,0,-Inf,NA,0.00875,0.0548049,"no"
"32237","XLOC_032237","XLOC_032237","Arhgap32","chr9:31923720-32076031","P0","Ad","OK",4.67567,2.11289,-1.14596,-1.63676,0.0053,0.0398774,"yes"
"32248","XLOC_032248","XLOC_032248","Cdon","chr9:35228712-35315236","P0","Ad","OK",10.5723,3.62597,-1.54385,-1.4902,0.0025,0.0234723,"yes"
"32348","XLOC_032348","XLOC_032348","9030425E11Rik","chr9:40494044-40593402","P0","Ad","OK",12.8873,2.66986,-2.27112,-2.11027,0.0078,0.0511018,"no"
"32364","XLOC_032364","XLOC_032364","Mcam","chr9:43931850-43950810","P0","Ad","OK",50.2013,13.4819,-1.8967,-3.4532,5e-05,0.00106929,"yes"
"32367","XLOC_032367","XLOC_032367","H2afx","chr9:44142797-44144154","P0","Ad","OK",24.9951,7.64553,-1.70896,-2.57034,0.001,0.0118199,"yes"
"32377","XLOC_032377","XLOC_032377","Ift46","chr9:44575990-44600797","P0","Ad","OK",122.753,14.8716,-3.04512,-2.86101,0.0041,0.0335997,"yes"
"32460","XLOC_032460","XLOC_032460","Hmg20a","chr9:56266450-56344691","P0","Ad","OK",17.5585,8.09216,-1.11757,-2.1823,0.00265,0.0245409,"yes"
"32462","XLOC_032462","XLOC_032462","Cspg4","chr9:56712910-56747677","P0","Ad","OK",9.60308,5.1198,-0.90741,-1.83743,0.0096,0.0583082,"no"
"32564","XLOC_032564","XLOC_032564","Car12","chr9:66561492-66614652","P0","Ad","OK",1.6449,0,-Inf,NA,6e-04,0.00810028,"yes"
"32584","XLOC_032584","XLOC_032584","AC158995.1","chr9:70379153-70379472","P0","Ad","OK",4.76921,0,-Inf,NA,0.00575,0.041509,"yes"
"32590","XLOC_032590","XLOC_032590","Aldh1a2","chr9:71063595-71144050","P0","Ad","OK",12.2084,5.08938,-1.26231,-2.04735,0.0044,0.0350891,"yes"
"32604","XLOC_032604","XLOC_032604","Wdr72","chr9:73958137-74131115","P0","Ad","OK",3.44528,0.920113,-1.90474,-2.24999,0.0023,0.0221194,"yes"
"32636","XLOC_032636","XLOC_032636","Cd109","chr9:78463352-78564060","P0","Ad","OK",3.24656,0.544235,-2.57661,-3.01498,1e-04,0.00193782,"yes"
"32720","XLOC_032720","XLOC_032720","Rbp1","chr9:98323379-98346970","P0","Ad","OK",12.2289,3.48444,-1.8113,-2.9134,2e-04,0.00339928,"yes"
"32733","XLOC_032733","XLOC_032733","Dzip1l","chr9:99529914-99569675","P0","Ad","OK",4.77146,1.20258,-1.9883,-1.53977,0.0061,0.0433544,"yes"
"32751","XLOC_032751","XLOC_032751","Topbp1","chr9:103207544-103252762","P0","Ad","OK",9.78598,3.99268,-1.29336,-2.41394,7e-04,0.00911344,"yes"
"32766","XLOC_032766","XLOC_032766","Wdr82","chr9:106073259-106094747","P0","Ad","OK",60.0824,20.1674,-1.57492,-3.19994,5e-05,0.00106929,"yes"
"32790","XLOC_032790","XLOC_032790","Cacna2d2","chr9:107301942-107431677","P0","Ad","OK",7.92873,0.91326,-3.11799,-2.31116,5e-05,0.00106929,"yes"
"32805","XLOC_032805","XLOC_032805","Cdhr4,Ip6k1,RP24-484G16.9,Uba7","chr9:107877835-107951111","P0","Ad","OK",189.082,25.8666,-2.86985,-2.78872,5e-05,0.00106929,"yes"
"32846","XLOC_032846","XLOC_032846","Smarcc1","chr9:110034540-110142682","P0","Ad","OK",18.6285,7.60773,-1.29197,-2.60614,4e-04,0.0059161,"yes"
"32950","XLOC_032950","XLOC_032950","Kif15","chr9:122860198-122927843","P0","Ad","OK",2.38616,0.0756478,-4.97925,-3.91416,0.0059,0.0423557,"yes"
"33044","XLOC_033044","XLOC_033044","Dnmt1","chr9:20711649-20757317","P0","Ad","OK",11.693,3.6283,-1.68829,-3.2283,5e-05,0.00106929,"yes"
"33066","XLOC_033066","XLOC_033066","Spc24","chr9:21559885-21564733","P0","Ad","OK",11.6513,2.67996,-2.1202,-2.30658,0.0063,0.0443773,"yes"
"33084","XLOC_033084","XLOC_033084","Anln","chr9:22135657-22193650","P0","Ad","OK",10.2652,0.171589,-5.90267,-5.08121,0.001,0.0118199,"yes"
"33092","XLOC_033092","XLOC_033092","Tbx20","chr9:24527647-24578746","P0","Ad","OK",75.2654,35.4857,-1.08475,-2.22407,0.00155,0.0164383,"yes"
"33104","XLOC_033104","XLOC_033104","Ntm","chr9:28802334-29770726","P0","Ad","OK",16.3168,1.08596,-3.90932,-3.36235,5e-05,0.00106929,"yes"
"33143","XLOC_033143","XLOC_033143","Chek1","chr9:36516066-36534650","P0","Ad","OK",6.69545,0.515357,-3.69954,-1.29693,4e-04,0.0059161,"yes"
"33178","XLOC_033178","XLOC_033178","AW551984","chr9:39394980-39411988","P0","Ad","OK",4.91446,0.309222,-3.99032,-1.4286,5e-05,0.00106929,"yes"
"33195","XLOC_033195","XLOC_033195","Ubash3b","chr9:40819180-40969780","P0","Ad","OK",9.0795,0.666854,-3.76717,-1.92621,4e-04,0.0059161,"yes"
"33244","XLOC_033244","XLOC_033244","Cep164","chr9:45575028-45636774","P0","Ad","OK",4.64455,1.79109,-1.3747,-1.99889,0.00195,0.0194904,"yes"
"33268","XLOC_033268","XLOC_033268","Ncam1","chr9:49310256-49607027","P0","Ad","OK",126.64,2.5708,-5.62237,-3.01491,5e-05,0.00106929,"yes"
"33277","XLOC_033277","XLOC_033277","Dixdc1","chr9:50470856-50547622","P0","Ad","OK",5.86126,1.45933,-2.0059,-1.77596,2e-04,0.00339928,"yes"
"33343","XLOC_033343","XLOC_033343","Pml","chr9:58064985-58097593","P0","Ad","OK",8.62844,3.04077,-1.50466,-1.39425,0.00795,0.0515863,"no"
"33346","XLOC_033346","XLOC_033346","Cd276","chr9:58372106-58403636","P0","Ad","OK",18.9422,4.2957,-2.14064,-3.56502,5e-05,0.00106929,"yes"
"33359","XLOC_033359","XLOC_033359","Thsd4","chr9:59814737-60369853","P0","Ad","OK",10.5213,1.1335,-3.21446,-1.95555,5e-05,0.00106929,"yes"
"33365","XLOC_033365","XLOC_033365","Kif23","chr9:61765086-61794606","P0","Ad","OK",8.58283,0.543512,-3.98107,-3.99116,5e-05,0.00106929,"yes"
"33372","XLOC_033372","XLOC_033372","Fem1b","chr9:62639638-62659455","P0","Ad","OK",16.9259,8.5085,-0.992255,-2.01349,0.005,0.038453,"yes"
"33381","XLOC_033381","XLOC_033381","Smad6","chr9:63800882-63869866","P0","Ad","OK",47.5948,6.94392,-2.77698,-3.32086,1e-04,0.00193782,"yes"
"33383","XLOC_033383","XLOC_033383","Zwilch","chr9:63964953-64020911","P0","Ad","OK",4.31135,0.437063,-3.30223,-1.28826,5e-05,0.00106929,"yes"
"33399","XLOC_033399","XLOC_033399","Zfp609","chr9:65539390-65675371","P0","Ad","OK",11.6627,6.1368,-0.926342,-1.67172,0.0083,0.0530121,"no"
"33428","XLOC_033428","XLOC_033428","Ccnb2","chr9:70255495-70269361","P0","Ad","OK",12.9688,0.248922,-5.70321,-4.25418,0.009,0.0560503,"no"
"33437","XLOC_033437","XLOC_033437","Tcf12","chr9:71692058-71959626","P0","Ad","OK",32.0527,9.96409,-1.68564,-2.65177,0.00065,0.00858808,"yes"
"33464","XLOC_033464","XLOC_033464","2310046A06Rik","chr9:76949890-77195677","P0","Ad","OK",243.224,91.6148,-1.40863,-2.72866,0.00095,0.0114184,"yes"
"33478","XLOC_033478","XLOC_033478","Eef1a1","chr9:78326255-78336958","P0","Ad","OK",1682.76,385.715,-2.12522,-2.24909,5e-05,0.00106929,"yes"
"33482","XLOC_033482","XLOC_033482","Col12a1","chr9:79446797-79566638","P0","Ad","OK",5.39827,0.113885,-5.56684,-1.59523,5e-05,0.00106929,"yes"
"33495","XLOC_033495","XLOC_033495","Hmgn3","chr9:83003554-83040292","P0","Ad","OK",30.812,9.54857,-1.69014,-2.06957,0.0087,0.0547324,"no"
"33511","XLOC_033511","XLOC_033511","Snap91","chr9:86659980-86775489","P0","Ad","OK",55.6427,3.85026,-3.85316,-6.21376,5e-05,0.00106929,"yes"
"33513","XLOC_033513","XLOC_033513","Tbx18","chr9:87597634-87626095","P0","Ad","OK",9.34733,2.35873,-1.98654,-3.23304,1e-04,0.00193782,"yes"
"33517","XLOC_033517","XLOC_033517","Snhg5","chr9:88415893-88417721","P0","Ad","OK",18.1439,3.47771,-2.38327,-2.64962,0.0023,0.0221194,"yes"
"33549","XLOC_033549","XLOC_033549","BC043934","chr9:96336202-96337853","P0","Ad","OK",5.03189,0.952481,-2.40134,-2.40093,0.00685,0.0470871,"yes"
"33551","XLOC_033551","XLOC_033551","Rasa2","chr9:96439718-96532036","P0","Ad","OK",5.28889,2.18514,-1.27524,-2.05471,0.00355,0.0301867,"yes"
"33561","XLOC_033561","XLOC_033561","4930579K19Rik","chr9:98463378-98464030","P0","Ad","OK",1.01975,0,-Inf,NA,0.0019,0.0191384,"yes"
"33588","XLOC_033588","XLOC_033588","Tmem108","chr9:103325907-103664167","P0","Ad","OK",7.94108,1.07755,-2.88158,-3.52465,5e-05,0.00106929,"yes"
"33601","XLOC_033601","XLOC_033601","Col6a6","chr9:105591746-105730415","P0","Ad","OK",5.60426,2.21061,-1.34208,-2.48418,0.00075,0.00956334,"yes"
"33608","XLOC_033608","XLOC_033608","Abhd14a","chr9:106342381-106350009","P0","Ad","OK",25.4382,10.0211,-1.34396,-2.07744,0.00255,0.023926,"yes"
"33648","XLOC_033648","XLOC_033648","Klhdc8b","chr9:108349988-108354708","P0","Ad","OK",30.8083,4.01994,-2.93807,-4.43115,5e-05,0.00106929,"yes"
"33685","XLOC_033685","XLOC_033685","Pth1r","chr9:110624591-110649649","P0","Ad","OK",9.6866,2.89123,-1.74431,-2.2941,0.0034,0.0292252,"yes"
"33705","XLOC_033705","XLOC_033705","Cmtm7","chr9:114665954-114691375","P0","Ad","OK",38.8166,8.34084,-2.21841,-2.9108,2e-04,0.00339928,"yes"
"33715","XLOC_033715","XLOC_033715","Rbms3","chr9:116481863-117539031","P0","Ad","OK",56.9031,3.37173,-4.07694,-3.81499,5e-05,0.00106929,"yes"
"33737","XLOC_033737","XLOC_033737","Cx3cr1","chr9:119957810-119977400","P0","Ad","OK",2.48701,0.790846,-1.65294,-1.93115,0.00875,0.0548049,"no"
"33948","XLOC_033948","XLOC_033948","Usp11","chrX:20281031-20297665","P0","Ad","OK",7.87324,2.12982,-1.88622,-2.7589,3e-04,0.00470584,"yes"
"34068","XLOC_034068","XLOC_034068","Gria3","chrX:38754030-39031778","P0","Ad","OK",7.61532,0.802836,-3.24573,-1.17463,0.00495,0.0382544,"yes"
"34101","XLOC_034101","XLOC_034101","Arhgap36","chrX:46817121-46853421","P0","Ad","OK",4.81067,0.51782,-3.21572,-1.60032,0.0094,0.0576838,"no"
"34224","XLOC_034224","XLOC_034224","Slitrk2","chrX:63902492-63914568","P0","Ad","OK",2.43163,0.148191,-4.03639,-3.19911,0.0018,0.0184045,"yes"
"34243","XLOC_034243","XLOC_034243","Aff2","chrX:66609770-67121212","P0","Ad","OK",6.62475,0.662021,-3.32292,-3.04582,2e-04,0.00339928,"yes"
"34269","XLOC_034269","XLOC_034269","Prrg3","chrX:69207962-69218061","P0","Ad","OK",16.6437,4.27699,-1.96031,-2.0184,0.001,0.0118199,"yes"
"34290","XLOC_034290","XLOC_034290","Zfp275","chrX:70587958-70604419","P0","Ad","OK",5.9537,2.58462,-1.20383,-1.7173,0.00545,0.0405561,"yes"
"34317","XLOC_034317","XLOC_034317","Plxna3","chrX:71574404-71590028","P0","Ad","OK",3.38807,0.411497,-3.04151,-1.11498,0.00685,0.0470871,"yes"
"34471","XLOC_034471","XLOC_034471","Heph","chrX:93501516-93769824","P0","Ad","OK",5.01375,1.06043,-2.24124,-2.75221,0.00025,0.00406943,"yes"
"34488","XLOC_034488","XLOC_034488","Eda","chrX:97170944-97596101","P0","Ad","OK",10.2572,1.06484,-3.26792,-2.74611,5e-05,0.00106929,"yes"
"34511","XLOC_034511","XLOC_034511","Nono","chrX:98624656-98643930","P0","Ad","OK",81.2993,28.7421,-1.50008,-2.26564,3e-04,0.00470584,"yes"
"34521","XLOC_034521","XLOC_034521","Nhsl2","chrX:99044723-99287394","P0","Ad","OK",3.75624,1.08714,-1.78875,-1.18651,0.00225,0.0217857,"yes"
"34589","XLOC_034589","XLOC_034589","Lpar4","chrX:104115963-104129239","P0","Ad","OK",9.0496,0.687344,-3.71875,-4.27256,1e-04,0.00193782,"yes"
"34604","XLOC_034604","XLOC_034604","Gm6377,Sh3bgrl","chrX:106290703-106395778","P0","Ad","OK",82.2564,19.8754,-2.04915,-2.67088,0.00305,0.0272017,"yes"
"34624","XLOC_034624","XLOC_034624","Zfp711","chrX:109714134-109748679","P0","Ad","OK",2.15463,0.160785,-3.74424,-1.45354,0.00215,0.0210031,"yes"
"34634","XLOC_034634","XLOC_034634","Klhl4","chrX:111587941-111674438","P0","Ad","OK",6.84137,2.51917,-1.44134,-2.02314,0.00755,0.0501561,"no"
"34711","XLOC_034711","XLOC_034711","Mdm4-ps","chrX:124795946-124802460","P0","Ad","OK",5.42386,2.55686,-1.08495,-1.86017,0.0082,0.0526567,"no"
"34717","XLOC_034717","XLOC_034717","Diap2","chrX:126284277-127000370","P0","Ad","OK",11.9412,3.99045,-1.58132,-2.24005,0.00015,0.00273203,"yes"
"34727","XLOC_034727","XLOC_034727","Tmem35","chrX:130829763-130840508","P0","Ad","OK",15.8172,6.06468,-1.38299,-2.13855,0.0055,0.0407154,"yes"
"34728","XLOC_034728","XLOC_034728","Cenpi","chrX:130842622-130897178","P0","Ad","OK",3.89826,0.227857,-4.09663,-1.83203,0.0047,0.0368016,"yes"
"34736","XLOC_034736","XLOC_034736","Armcx4","chrX:131221057-131231296","P0","Ad","OK",13.6056,2.5004,-2.44398,-4.18827,5e-05,0.00106929,"yes"
"34737","XLOC_034737","XLOC_034737","Armcx1","chrX:131252501-131256456","P0","Ad","OK",7.94466,2.13594,-1.89511,-2.18486,0.00145,0.0156814,"yes"
"34739","XLOC_034739","XLOC_034739","Armcx3","chrX:131291133-131295994","P0","Ad","OK",29.7933,12.308,-1.27539,-2.35705,8e-04,0.010048,"yes"
"34754","XLOC_034754","XLOC_034754","Gprasp2","chrX:132373572-132379269","P0","Ad","OK",3.27056,0.547215,-2.57936,-1.052,0.0025,0.0234723,"yes"
"34755","XLOC_034755","XLOC_034755","Bhlhb9","chrX:132420391-132425620","P0","Ad","OK",17.269,6.82758,-1.33874,-2.21407,0.00095,0.0114184,"yes"
"34762","XLOC_034762","XLOC_034762","Wbp5","chrX:132779617-132781678","P0","Ad","OK",120.377,16.7432,-2.84591,-5.17976,5e-05,0.00106929,"yes"
"34763","XLOC_034763","XLOC_034763","Ngfrap1","chrX:132804799-132806517","P0","Ad","OK",78.3539,3.57133,-4.45547,-5.25592,5e-05,0.00106929,"yes"
"34767","XLOC_034767","XLOC_034767","Gm7973","chrX:132874719-132875207","P0","Ad","OK",2.04809,0,-Inf,NA,0.00575,0.041509,"yes"
"34777","XLOC_034777","XLOC_034777","BC065397","chrX:133267480-133337903","P0","Ad","OK",7.59642,1.0153,-2.90341,-0.57874,0.00675,0.04667,"yes"
"34795","XLOC_034795","XLOC_034795","Nrk","chrX:135448968-135545071","P0","Ad","OK",9.14132,0.216123,-5.40248,-4.05302,5e-05,0.00106929,"yes"
"34818","XLOC_034818","XLOC_034818","Col4a5","chrX:137909927-138123778","P0","Ad","OK",32.007,16.1451,-0.98729,-1.94227,0.0079,0.0514023,"no"
"34822","XLOC_034822","XLOC_034822","Gm6368","chrX:138414717-138416864","P0","Ad","OK",2.96125,0.190805,-3.95603,-2.99691,0.00575,0.041509,"yes"
"34830","XLOC_034830","XLOC_034830","Tmem164","chrX:139115948-139278037","P0","Ad","OK",84.85,21.2635,-1.99653,-2.51315,1e-04,0.00193782,"yes"
"34953","XLOC_034953","XLOC_034953","Gm8534","chrX:150091148-150091914","P0","Ad","OK",5.24804,0,-Inf,NA,5e-05,0.00106929,"yes"
"34990","XLOC_034990","XLOC_034990","Gm8662","chrX:154686728-154687302","P0","Ad","OK",1.70653,0,-Inf,NA,0.00875,0.0548049,"no"
